selling_price,km_driven,fuel,seller_type,transmission,owner,car_age
300000,55000,Diesel,Individual,Manual,Second Owner,11
1000000,5000,Diesel,Individual,Manual,First Owner,0
725000,30000,Diesel,Individual,Manual,First Owner,3
500000,31000,Diesel,Individual,Manual,First Owner,9
250000,50000,Petrol,Individual,Manual,First Owner,9
700000,38217,Diesel,Individual,Manual,First Owner,2
185000,50000,Petrol,Individual,Manual,Third Owner,9
200000,120000,Diesel,Individual,Manual,First Owner,9
315000,110000,Diesel,Individual,Manual,Third Owner,16
1700000,10000,Diesel,Individual,Manual,First Owner,1
370000,60000,Petrol,Individual,Manual,First Owner,4
250000,50000,Petrol,Individual,Manual,First Owner,9
500000,15000,Petrol,Individual,Manual,First Owner,1
400000,35000,Petrol,Individual,Manual,Second Owner,12
200000,100000,Diesel,Individual,Manual,First Owner,6
284000,40000,Diesel,Individual,Manual,Second Owner,4
80000,60000,Petrol,Individual,Manual,Third Owner,13
170000,77000,Petrol,Individual,Manual,First Owner,6
150000,60000,Petrol,Individual,Manual,First Owner,9
110000,77073,Petrol,Individual,Manual,Second Owner,10
400000,70000,Diesel,Individual,Manual,First Owner,4
275000,90000,LPG,Individual,Manual,Second Owner,7
800000,186000,Diesel,Individual,Manual,Third Owner,7
550000,90000,Diesel,Individual,Manual,First Owner,6
125000,100000,Petrol,Individual,Manual,Second Owner,13
135000,80000,Petrol,Individual,Manual,Second Owner,10
349000,150000,Diesel,Individual,Manual,First Owner,8
458000,80000,Diesel,Individual,Manual,First Owner,6
300000,35000,Petrol,Individual,Manual,First Owner,2
95000,70000,Petrol,Individual,Manual,First Owner,12
850000,50000,Diesel,Individual,Manual,First Owner,2
750000,25000,Diesel,Individual,Manual,First Owner,1
190000,120000,Diesel,Individual,Manual,First Owner,7
150000,70000,Petrol,Individual,Manual,First Owner,11
114999,106000,Petrol,Individual,Manual,Third Owner,11
320000,120000,Petrol,Individual,Manual,Third Owner,10
300000,120000,CNG,Individual,Manual,First Owner,1
275000,160000,Petrol,Individual,Manual,First Owner,4
140000,120000,Petrol,Individual,Manual,Second Owner,10
830000,10000,Petrol,Individual,Manual,First Owner,0
380000,50000,Petrol,Individual,Manual,First Owner,7
150000,90000,Petrol,Individual,Manual,Second Owner,10
50000,70000,Petrol,Individual,Manual,First Owner,12
155000,100000,Diesel,Individual,Manual,First Owner,12
300000,80000,Petrol,Individual,Manual,First Owner,10
300000,16584,Petrol,Dealer,Manual,First Owner,2
385000,38000,Diesel,Dealer,Manual,First Owner,4
221000,51000,Petrol,Dealer,Manual,First Owner,10
381000,38000,Diesel,Dealer,Manual,First Owner,4
250999,35000,Petrol,Dealer,Manual,First Owner,5
60000,120000,Petrol,Individual,Manual,Third Owner,18
380000,38000,Diesel,Dealer,Manual,First Owner,4
180000,144000,Diesel,Individual,Manual,Third Owner,12
751000,64000,Diesel,Dealer,Manual,First Owner,3
1250000,60000,Diesel,Dealer,Automatic,First Owner,5
229999,65000,Petrol,Dealer,Manual,First Owner,6
1250000,24000,Diesel,Individual,Manual,First Owner,1
782000,58000,Diesel,Dealer,Manual,Second Owner,6
780000,58000,Diesel,Dealer,Manual,Second Owner,6
245000,68000,Petrol,Dealer,Manual,First Owner,4
321000,81257,Diesel,Dealer,Manual,First Owner,9
509999,44000,Diesel,Dealer,Manual,First Owner,3
110000,45000,Petrol,Dealer,Manual,First Owner,5
400000,75000,Diesel,Dealer,Manual,First Owner,7
370000,90000,Petrol,Individual,Manual,First Owner,7
175000,80000,Diesel,Individual,Manual,Second Owner,13
1000000,35000,Petrol,Individual,Automatic,Second Owner,22
92800,25000,Petrol,Individual,Manual,Second Owner,7
291000,90000,Diesel,Individual,Manual,First Owner,6
335000,110000,Diesel,Individual,Manual,Third Owner,7
170000,35000,Petrol,Individual,Manual,First Owner,7
295000,10000,Petrol,Individual,Manual,First Owner,1
375000,10000,Petrol,Individual,Manual,First Owner,1
215000,70000,Petrol,Individual,Manual,Second Owner,8
150000,110000,Diesel,Individual,Manual,Second Owner,11
60000,5000,Petrol,Individual,Manual,Second Owner,17
280000,110000,Diesel,Individual,Manual,Fourth & Above Owner,8
450000,50000,Diesel,Individual,Manual,Second Owner,4
1150000,58000,Diesel,Individual,Manual,First Owner,2
650000,15000,Diesel,Individual,Manual,First Owner,2
300000,60000,Petrol,Individual,Manual,Second Owner,5
73000,57000,Petrol,Individual,Manual,First Owner,5
400000,87000,Diesel,Individual,Manual,Third Owner,5
300000,70000,Petrol,Individual,Manual,First Owner,3
300000,30000,Petrol,Individual,Automatic,Second Owner,8
450000,80000,Diesel,Individual,Manual,First Owner,8
200000,100000,Petrol,Individual,Manual,Second Owner,11
580000,40000,Petrol,Individual,Manual,First Owner,1
550000,3917,Petrol,Individual,Manual,First Owner,3
190000,160000,Diesel,Individual,Manual,Second Owner,13
450000,35000,Diesel,Individual,Manual,First Owner,3
220000,70000,Petrol,Individual,Manual,First Owner,6
310000,69069,Petrol,Dealer,Manual,First Owner,8
650000,13500,Petrol,Individual,Manual,First Owner,1
300000,59059,Petrol,Dealer,Manual,First Owner,6
200000,70000,Petrol,Individual,Manual,First Owner,7
285000,39039,Petrol,Dealer,Manual,First Owner,8
335000,33033,Petrol,Dealer,Manual,First Owner,6
370000,55168,Petrol,Individual,Manual,Second Owner,9
375000,41041,Petrol,Dealer,Manual,First Owner,7
235000,67067,Petrol,Dealer,Manual,First Owner,11
345000,66066,Petrol,Dealer,Automatic,First Owner,7
365000,82082,Diesel,Dealer,Manual,First Owner,7
400000,48000,Petrol,Individual,Manual,First Owner,6
250000,30000,Petrol,Individual,Manual,First Owner,5
465000,70070,Diesel,Dealer,Automatic,First Owner,8
300000,10000,Petrol,Individual,Manual,First Owner,3
655000,25000,Petrol,Individual,Manual,First Owner,2
350000,30000,CNG,Individual,Manual,Second Owner,4
500000,50000,Petrol,Dealer,Automatic,First Owner,5
465000,63063,Petrol,Dealer,Automatic,First Owner,5
263000,70000,Diesel,Individual,Manual,First Owner,12
250000,90000,Petrol,Individual,Manual,First Owner,8
60000,90000,Petrol,Individual,Manual,Fourth & Above Owner,21
70000,90000,Petrol,Individual,Manual,Third Owner,15
650000,140000,Diesel,Individual,Manual,First Owner,3
370000,80000,Diesel,Individual,Manual,Second Owner,6
509999,40000,Diesel,Individual,Manual,First Owner,4
280000,33000,Petrol,Individual,Manual,First Owner,9
180000,40000,Petrol,Individual,Manual,First Owner,10
650000,6000,Petrol,Individual,Manual,First Owner,3
200000,78000,Diesel,Dealer,Manual,Second Owner,10
210000,72000,Diesel,Dealer,Manual,Third Owner,9
75000,9528,Petrol,Dealer,Manual,First Owner,9
450000,135200,Diesel,Dealer,Manual,First Owner,9
220000,58000,Petrol,Dealer,Manual,Second Owner,9
325000,78000,Diesel,Dealer,Manual,Second Owner,7
450000,45000,Petrol,Individual,Manual,First Owner,2
825000,35000,Diesel,Individual,Manual,First Owner,3
125000,76000,Petrol,Dealer,Manual,Third Owner,13
434999,100000,Diesel,Individual,Manual,Third Owner,5
484999,99000,Diesel,Individual,Manual,Second Owner,9
175000,80000,Diesel,Individual,Manual,Third Owner,11
220000,120000,Petrol,Individual,Manual,Third Owner,14
1250000,1100,Petrol,Dealer,Manual,First Owner,0
215000,34000,Petrol,Dealer,Manual,First Owner,3
625000,68000,Diesel,Dealer,Manual,First Owner,6
615000,15000,Diesel,Individual,Manual,First Owner,2
130000,58000,Diesel,Dealer,Manual,First Owner,8
175000,50300,Diesel,Individual,Manual,First Owner,7
150000,70000,Diesel,Individual,Manual,Second Owner,9
195000,60000,Diesel,Individual,Manual,Third Owner,9
550000,90000,Diesel,Individual,Manual,First Owner,0
1500000,40000,Diesel,Individual,Manual,First Owner,2
400000,80000,Petrol,Individual,Manual,Second Owner,10
1350000,15000,Diesel,Individual,Manual,First Owner,1
217000,45000,Petrol,Individual,Manual,First Owner,5
290000,130000,Diesel,Individual,Manual,Second Owner,9
700000,80000,Diesel,Individual,Manual,First Owner,2
175000,40000,Petrol,Individual,Manual,First Owner,6
575000,80000,Diesel,Individual,Manual,First Owner,3
380000,100000,Diesel,Individual,Manual,Second Owner,4
350000,151624,Diesel,Individual,Manual,Second Owner,7
450000,160000,Diesel,Individual,Manual,First Owner,8
130000,110000,CNG,Individual,Manual,Second Owner,15
320000,74820,Diesel,Individual,Manual,First Owner,5
550000,82000,Diesel,Individual,Manual,First Owner,6
370000,50000,Petrol,Individual,Manual,Second Owner,5
114999,70000,Petrol,Individual,Manual,Second Owner,10
1100000,1000,Petrol,Individual,Manual,First Owner,0
170000,170000,Diesel,Individual,Manual,First Owner,14
80000,150000,Diesel,Individual,Manual,Third Owner,12
950000,17000,Diesel,Individual,Manual,First Owner,1
425000,150000,Diesel,Individual,Manual,First Owner,6
500000,80000,Diesel,Individual,Manual,First Owner,5
70000,170000,Petrol,Individual,Manual,Third Owner,15
349000,120000,Diesel,Individual,Manual,First Owner,7
330000,90000,Petrol,Individual,Manual,Third Owner,8
120000,90000,Petrol,Individual,Manual,Third Owner,10
430000,100000,Diesel,Individual,Manual,Second Owner,7
390000,90000,Diesel,Individual,Manual,First Owner,6
225000,129000,Diesel,Individual,Manual,First Owner,8
350000,186000,Diesel,Individual,Automatic,Second Owner,10
100000,66778,Diesel,Individual,Manual,First Owner,11
190000,50000,Petrol,Individual,Manual,First Owner,6
315000,110000,Diesel,Individual,Manual,Second Owner,6
300000,60000,Diesel,Individual,Manual,Second Owner,5
280000,40000,Petrol,Individual,Manual,First Owner,4
539000,10000,Petrol,Individual,Manual,First Owner,2
420000,50000,Petrol,Individual,Manual,First Owner,3
85000,70000,Petrol,Individual,Manual,Third Owner,19
142000,73000,Petrol,Individual,Manual,Fourth & Above Owner,16
180000,76000,Petrol,Individual,Manual,Second Owner,6
400000,120000,Diesel,Individual,Manual,Second Owner,6
360000,170000,Diesel,Individual,Automatic,Third Owner,11
85000,110000,Petrol,Individual,Manual,Second Owner,17
350000,63400,Petrol,Individual,Manual,First Owner,4
380000,25000,Petrol,Individual,Manual,First Owner,5
140000,80000,Petrol,Individual,Manual,Third Owner,11
200000,90000,Petrol,Individual,Manual,First Owner,8
150000,157000,Petrol,Individual,Manual,First Owner,9
300000,100000,Diesel,Individual,Manual,Second Owner,13
280000,50000,Petrol,Individual,Manual,First Owner,3
200000,40000,Petrol,Individual,Manual,First Owner,9
110000,38500,Petrol,Individual,Manual,Second Owner,11
140000,103921,Petrol,Individual,Manual,Second Owner,12
1150000,14825,Petrol,Dealer,Manual,First Owner,2
910000,43377,Diesel,Dealer,Manual,First Owner,4
160000,102307,Diesel,Dealer,Manual,First Owner,10
105000,79000,Petrol,Individual,Manual,Second Owner,16
70000,90000,Petrol,Individual,Manual,Fourth & Above Owner,16
160000,110000,Diesel,Individual,Manual,First Owner,8
225000,80000,Diesel,Individual,Manual,First Owner,7
145000,100000,Petrol,Individual,Manual,First Owner,18
930000,20000,Diesel,Individual,Manual,First Owner,2
110000,154000,Diesel,Individual,Manual,Third Owner,12
650000,40000,Diesel,Individual,Manual,First Owner,3
550000,51000,Petrol,Individual,Manual,First Owner,1
85000,120000,Petrol,Individual,Manual,Second Owner,12
509999,35000,Petrol,Individual,Manual,First Owner,4
650000,70000,Diesel,Individual,Manual,First Owner,3
140000,60000,Petrol,Individual,Manual,Second Owner,9
150000,70000,Petrol,Individual,Manual,First Owner,9
450000,10000,Petrol,Individual,Manual,Second Owner,2
170000,245244,Diesel,Individual,Manual,Fourth & Above Owner,14
400000,60000,Petrol,Individual,Manual,First Owner,3
300000,30000,Petrol,Individual,Manual,First Owner,4
250000,8000,Petrol,Individual,Manual,First Owner,8
500000,10000,Petrol,Individual,Manual,First Owner,1
85000,100000,Diesel,Individual,Manual,Third Owner,18
300000,110000,Diesel,Individual,Manual,First Owner,8
740000,45000,Diesel,Dealer,Automatic,First Owner,5
70000,68500,Petrol,Dealer,Manual,First Owner,15
484999,5007,Petrol,Dealer,Automatic,First Owner,1
164000,30000,Petrol,Individual,Manual,First Owner,7
140000,70000,Petrol,Individual,Automatic,First Owner,12
999000,49600,Diesel,Dealer,Automatic,First Owner,9
56000,23000,Petrol,Individual,Manual,Second Owner,15
1050000,30000,Diesel,Dealer,Automatic,First Owner,14
190000,38000,Petrol,Dealer,Manual,First Owner,10
3899000,22000,Diesel,Dealer,Automatic,First Owner,2
235000,43100,Petrol,Dealer,Manual,First Owner,9
350000,10171,Petrol,Dealer,Manual,First Owner,3
465000,41123,Diesel,Dealer,Manual,First Owner,5
1900000,20118,Petrol,Dealer,Automatic,First Owner,3
450000,40000,Diesel,Dealer,Manual,First Owner,6
790000,52517,Diesel,Dealer,Manual,First Owner,5
900000,20000,Diesel,Individual,Manual,First Owner,1
450000,99117,Diesel,Dealer,Manual,First Owner,6
135000,90000,Petrol,Individual,Manual,First Owner,11
425000,3700,Petrol,Individual,Manual,First Owner,1
100000,80000,Diesel,Individual,Manual,First Owner,10
650000,100000,Diesel,Individual,Manual,Second Owner,5
90000,54000,Diesel,Individual,Manual,First Owner,9
250000,19000,Petrol,Individual,Manual,First Owner,3
300000,120000,Diesel,Individual,Manual,First Owner,6
275000,30000,Petrol,Individual,Manual,First Owner,6
600000,43500,Petrol,Individual,Manual,First Owner,3
270000,60000,Petrol,Individual,Manual,Second Owner,4
240000,70000,Petrol,Individual,Manual,Second Owner,4
350000,20000,Petrol,Individual,Manual,First Owner,4
65000,60000,Petrol,Dealer,Manual,Third Owner,22
650000,58000,Diesel,Individual,Manual,First Owner,5
350000,40000,Petrol,Dealer,Manual,First Owner,6
75000,70000,Petrol,Individual,Manual,Second Owner,15
440000,70000,Diesel,Dealer,Manual,First Owner,8
270000,60000,Petrol,Individual,Manual,First Owner,7
1150000,135000,Diesel,Dealer,Manual,First Owner,6
238000,70000,Petrol,Dealer,Manual,First Owner,5
1100000,40000,Petrol,Individual,Automatic,Second Owner,7
1200000,75000,Diesel,Dealer,Manual,Second Owner,5
260000,150000,Diesel,Individual,Manual,First Owner,10
350000,140000,Diesel,Individual,Manual,Third Owner,8
480000,70000,Diesel,Individual,Manual,First Owner,5
345000,137250,Diesel,Individual,Manual,Second Owner,8
500000,110000,Diesel,Individual,Manual,Second Owner,7
595000,27000,Petrol,Dealer,Manual,First Owner,3
1295000,9000,Diesel,Dealer,Manual,First Owner,1
1350000,5400,Diesel,Dealer,Manual,Test Drive Car,1
541000,1000,Petrol,Dealer,Manual,Test Drive Car,0
515000,16000,Petrol,Dealer,Manual,First Owner,2
894999,13000,Diesel,Dealer,Manual,Test Drive Car,1
325000,47000,Diesel,Dealer,Manual,First Owner,8
925000,22000,Petrol,Individual,Manual,First Owner,2
844999,30000,Petrol,Individual,Manual,First Owner,3
925000,20000,Petrol,Individual,Manual,First Owner,2
300000,60000,Diesel,Individual,Manual,First Owner,7
650000,75000,Petrol,Individual,Manual,Second Owner,12
175000,64000,Petrol,Dealer,Manual,First Owner,10
325000,80000,Diesel,Individual,Manual,First Owner,5
600000,90000,Diesel,Individual,Manual,First Owner,3
700000,30000,Petrol,Individual,Manual,First Owner,2
95000,120000,Petrol,Individual,Automatic,Second Owner,17
490000,20000,Petrol,Dealer,Manual,First Owner,1
380000,100000,Diesel,Individual,Manual,First Owner,7
550000,31000,Petrol,Dealer,Manual,First Owner,2
225000,47000,Petrol,Dealer,Manual,First Owner,7
570000,11200,Petrol,Individual,Manual,First Owner,2
305000,35000,Petrol,Dealer,Manual,First Owner,2
240000,50000,LPG,Dealer,Manual,First Owner,10
700000,55000,Diesel,Dealer,Manual,First Owner,5
288000,20000,Petrol,Dealer,Manual,First Owner,2
800000,75000,Diesel,Dealer,Manual,First Owner,3
430000,93000,Petrol,Dealer,Manual,First Owner,3
195000,57000,Diesel,Dealer,Manual,Second Owner,11
325000,30000,Petrol,Dealer,Manual,First Owner,6
450000,73000,Diesel,Dealer,Manual,First Owner,7
630000,65000,Diesel,Dealer,Manual,First Owner,4
250000,62000,Petrol,Dealer,Manual,Second Owner,11
135000,85000,Petrol,Dealer,Manual,First Owner,13
110000,73000,Petrol,Individual,Manual,First Owner,10
350000,55000,Diesel,Dealer,Manual,First Owner,8
240000,5800,Petrol,Individual,Manual,Second Owner,4
350000,350000,Diesel,Individual,Manual,First Owner,11
600000,30000,Petrol,Individual,Manual,First Owner,2
750000,20000,Diesel,Individual,Manual,First Owner,2
270000,20000,Petrol,Individual,Manual,First Owner,2
90000,100000,Petrol,Individual,Manual,Second Owner,13
350000,65000,Petrol,Individual,Manual,First Owner,7
285000,90000,Diesel,Individual,Manual,Second Owner,7
665000,267000,Diesel,Individual,Manual,Second Owner,9
175000,250000,Diesel,Individual,Manual,Second Owner,15
350000,140000,Diesel,Individual,Manual,Second Owner,9
1225000,22000,Petrol,Dealer,Automatic,First Owner,2
285000,60000,Petrol,Dealer,Manual,Second Owner,10
1000000,28635,Petrol,Dealer,Manual,First Owner,2
780000,32114,Diesel,Dealer,Manual,First Owner,2
300000,82000,Petrol,Dealer,Manual,Second Owner,6
160000,95149,Petrol,Dealer,Manual,Second Owner,14
625000,68458,Petrol,Dealer,Manual,First Owner,2
265000,42000,Petrol,Individual,Manual,First Owner,10
515000,90000,Diesel,Individual,Manual,Second Owner,6
650000,100000,Diesel,Individual,Manual,First Owner,4
650000,80000,Diesel,Individual,Manual,First Owner,3
150000,105546,Petrol,Individual,Manual,First Owner,10
500000,10000,Petrol,Individual,Manual,First Owner,2
1000000,80000,Diesel,Individual,Manual,Second Owner,8
340000,35000,Petrol,Individual,Manual,First Owner,7
1010000,120000,Diesel,Individual,Manual,First Owner,7
350000,120000,Diesel,Individual,Manual,Third Owner,9
595000,70000,Diesel,Individual,Manual,First Owner,4
700000,130000,Diesel,Individual,Manual,Third Owner,6
265000,40000,Petrol,Individual,Manual,First Owner,1
320000,60000,Petrol,Individual,Manual,Second Owner,5
310000,110000,Petrol,Individual,Manual,First Owner,9
700000,130000,Diesel,Individual,Manual,First Owner,6
130000,80000,Petrol,Individual,Manual,Second Owner,11
150000,120000,Diesel,Individual,Manual,Second Owner,11
300000,104000,Diesel,Individual,Manual,Second Owner,5
150000,100000,Petrol,Individual,Manual,Second Owner,9
120000,132343,Petrol,Individual,Manual,Second Owner,17
950000,90000,Diesel,Individual,Manual,Second Owner,4
100000,60000,Petrol,Individual,Manual,Second Owner,13
450000,76000,Diesel,Individual,Manual,First Owner,5
30000,60000,Petrol,Individual,Manual,Third Owner,16
200000,30000,Petrol,Individual,Manual,Second Owner,11
250000,96000,Diesel,Individual,Manual,Second Owner,10
280000,26134,Petrol,Dealer,Manual,First Owner,5
260000,52895,Diesel,Dealer,Manual,First Owner,9
550000,42324,Diesel,Dealer,Manual,Second Owner,7
1044999,65000,Diesel,Dealer,Manual,First Owner,4
550000,60236,Diesel,Dealer,Manual,First Owner,8
210000,70000,Petrol,Individual,Manual,Second Owner,6
210000,70000,Petrol,Individual,Manual,Third Owner,6
290000,100000,Diesel,Individual,Manual,Second Owner,11
250999,110000,Diesel,Individual,Manual,First Owner,12
600000,10300,Petrol,Individual,Manual,First Owner,1
270000,120000,Diesel,Individual,Manual,Second Owner,6
550000,142000,Diesel,Individual,Manual,First Owner,8
800000,25000,Diesel,Individual,Manual,First Owner,3
500000,5000,Petrol,Individual,Manual,First Owner,0
396000,28643,Petrol,Dealer,Manual,First Owner,4
600000,50000,Diesel,Individual,Manual,First Owner,6
575000,30000,Petrol,Dealer,Manual,First Owner,1
520000,5000,Petrol,Individual,Manual,First Owner,0
1400000,30000,Diesel,Individual,Automatic,First Owner,2
600000,7600,Petrol,Individual,Automatic,First Owner,2
195000,47253,Diesel,Dealer,Manual,First Owner,7
281000,4432,Petrol,Dealer,Automatic,Second Owner,5
75000,110000,Petrol,Individual,Manual,Second Owner,10
400000,25000,Petrol,Individual,Manual,First Owner,6
93000,70000,Diesel,Individual,Manual,Second Owner,11
560000,68523,Petrol,Dealer,Manual,First Owner,4
400000,5000,Petrol,Individual,Manual,First Owner,1
459999,40000,Petrol,Individual,Manual,First Owner,2
450000,43000,Diesel,Individual,Manual,First Owner,3
88000,80251,CNG,Dealer,Manual,Second Owner,10
250000,34500,Petrol,Individual,Manual,Second Owner,10
22000,42743,Petrol,Dealer,Manual,Third Owner,20
130000,93900,Diesel,Individual,Manual,Second Owner,7
79000,80000,Petrol,Individual,Manual,First Owner,16
120000,110000,Diesel,Individual,Manual,First Owner,8
1700000,100000,Diesel,Individual,Automatic,Second Owner,9
300000,25000,Diesel,Individual,Manual,First Owner,8
145000,25000,Petrol,Individual,Manual,First Owner,11
3200000,20000,Diesel,Individual,Automatic,First Owner,1
240000,10000,Petrol,Individual,Manual,First Owner,7
700000,30000,Diesel,Individual,Manual,First Owner,2
145000,110000,Petrol,Individual,Manual,Second Owner,10
535000,80000,Diesel,Individual,Manual,Second Owner,6
420000,21000,Petrol,Individual,Manual,First Owner,4
350000,20000,Petrol,Individual,Manual,First Owner,4
550000,32000,Diesel,Individual,Manual,First Owner,5
750000,180000,Diesel,Individual,Manual,First Owner,13
198000,70000,Diesel,Individual,Manual,Second Owner,8
420000,50000,Diesel,Individual,Manual,First Owner,7
195000,120000,Diesel,Individual,Manual,First Owner,16
150000,55766,Petrol,Individual,Manual,Second Owner,8
275000,40000,Petrol,Individual,Manual,Second Owner,9
65000,60000,Petrol,Individual,Manual,Third Owner,19
200000,50000,Petrol,Individual,Manual,First Owner,12
250000,110000,Diesel,Individual,Manual,Second Owner,10
182000,100000,Diesel,Individual,Manual,First Owner,7
85000,86000,Petrol,Individual,Manual,Second Owner,19
400000,50000,Diesel,Individual,Manual,First Owner,7
650000,20000,Diesel,Individual,Manual,First Owner,3
400000,50000,Petrol,Individual,Manual,First Owner,10
295000,80000,Diesel,Individual,Manual,Second Owner,8
60000,135000,LPG,Individual,Manual,Fourth & Above Owner,14
110000,120000,Diesel,Individual,Manual,Third Owner,17
550000,113600,Diesel,Individual,Manual,First Owner,5
190000,70000,Petrol,Individual,Manual,Third Owner,12
861999,20000,Diesel,Dealer,Manual,First Owner,2
782000,14000,Petrol,Dealer,Manual,First Owner,2
836000,26000,Diesel,Dealer,Manual,First Owner,2
696000,138925,Petrol,Dealer,Manual,First Owner,4
596000,121764,Diesel,Dealer,Manual,First Owner,4
612000,105429,Petrol,Dealer,Manual,First Owner,4
114999,35000,Petrol,Individual,Manual,First Owner,5
340000,60000,Diesel,Individual,Manual,First Owner,3
550000,5000,Petrol,Individual,Manual,First Owner,0
114999,70000,Petrol,Individual,Manual,Third Owner,12
105000,80000,Petrol,Individual,Manual,First Owner,20
890000,20000,Diesel,Individual,Manual,First Owner,1
715000,8000,Petrol,Individual,Manual,First Owner,1
525000,54000,Petrol,Dealer,Manual,Second Owner,6
475000,23122,Petrol,Dealer,Manual,Second Owner,6
349000,44500,Diesel,Dealer,Manual,Second Owner,8
825000,13599,Petrol,Dealer,Automatic,First Owner,3
550000,100000,Diesel,Individual,Manual,Second Owner,6
95000,110000,Petrol,Individual,Manual,Third Owner,14
725000,90000,Diesel,Individual,Manual,Second Owner,6
670000,17000,Petrol,Individual,Manual,First Owner,1
65000,140000,Petrol,Individual,Manual,First Owner,12
500000,50000,Diesel,Individual,Manual,Second Owner,5
600000,53000,Petrol,Individual,Manual,First Owner,3
350000,70000,Petrol,Individual,Manual,Second Owner,3
200000,70000,Diesel,Individual,Manual,Second Owner,8
150000,80000,Petrol,Individual,Manual,First Owner,8
75000,110000,Diesel,Individual,Manual,Second Owner,17
350000,90000,Diesel,Individual,Manual,Second Owner,7
1700000,15000,Diesel,Individual,Manual,First Owner,2
890000,86000,Diesel,Individual,Automatic,Second Owner,9
500000,120000,Diesel,Individual,Manual,First Owner,6
600000,5200,Petrol,Individual,Manual,First Owner,1
99000,60000,Petrol,Individual,Manual,Second Owner,10
235000,46000,Petrol,Individual,Manual,First Owner,9
75000,40000,Petrol,Individual,Manual,Second Owner,14
600000,90000,Diesel,Individual,Manual,Second Owner,6
1000000,25000,Diesel,Individual,Manual,Second Owner,1
390000,90000,Diesel,Individual,Manual,First Owner,8
600000,70000,Diesel,Individual,Manual,First Owner,5
600000,70000,Petrol,Individual,Manual,Second Owner,3
730000,35000,Diesel,Individual,Manual,Second Owner,1
450000,12700,Petrol,Individual,Automatic,First Owner,3
250000,80000,Diesel,Individual,Manual,First Owner,9
1400000,20000,Diesel,Individual,Manual,First Owner,2
300000,20000,Petrol,Individual,Manual,First Owner,2
800000,19000,Petrol,Individual,Manual,First Owner,3
125000,95000,Diesel,Individual,Manual,Second Owner,11
295000,90000,Diesel,Individual,Manual,First Owner,8
650000,45839,Petrol,Dealer,Manual,First Owner,7
200000,74510,Petrol,Dealer,Manual,First Owner,10
130000,87293,Petrol,Dealer,Manual,First Owner,11
250000,156040,Diesel,Dealer,Manual,First Owner,8
400000,93415,Diesel,Dealer,Manual,First Owner,16
430000,101159,Petrol,Dealer,Manual,First Owner,3
170000,80000,Petrol,Individual,Manual,Second Owner,5
450000,12000,Petrol,Individual,Manual,First Owner,1
350000,90000,Petrol,Individual,Manual,First Owner,7
130000,68519,Petrol,Dealer,Manual,First Owner,9
180000,55130,Diesel,Dealer,Manual,First Owner,8
475000,65239,Petrol,Dealer,Manual,First Owner,6
470000,58182,Petrol,Dealer,Manual,First Owner,5
200000,91245,Diesel,Dealer,Manual,First Owner,8
650000,102989,Diesel,Dealer,Manual,First Owner,7
400000,50000,Petrol,Individual,Manual,First Owner,10
100000,120000,Petrol,Individual,Manual,First Owner,20
409999,90000,Diesel,Individual,Manual,First Owner,6
640000,25000,Diesel,Individual,Manual,First Owner,2
160000,80000,Petrol,Individual,Manual,Second Owner,13
750000,70000,Diesel,Individual,Manual,First Owner,2
150000,50000,Diesel,Individual,Manual,Third Owner,18
80000,100000,Petrol,Individual,Manual,Second Owner,12
240000,90000,Diesel,Individual,Manual,Third Owner,4
60000,60000,Petrol,Individual,Manual,Third Owner,15
70000,120000,Petrol,Individual,Manual,Third Owner,13
285000,90000,Diesel,Individual,Automatic,Second Owner,12
350000,60000,Diesel,Individual,Manual,Second Owner,5
699000,30000,Diesel,Individual,Manual,Second Owner,5
275000,108000,Diesel,Individual,Manual,Second Owner,9
350000,160000,Diesel,Individual,Manual,Second Owner,8
135000,90000,Petrol,Individual,Manual,Third Owner,14
325000,120000,Diesel,Individual,Manual,Third Owner,10
650000,102000,Diesel,Individual,Manual,Second Owner,8
300000,178000,Diesel,Individual,Manual,Second Owner,11
1200000,200000,Diesel,Individual,Manual,Second Owner,6
450000,60000,Petrol,Dealer,Manual,First Owner,8
425000,3000,Petrol,Individual,Manual,First Owner,1
150000,75118,Petrol,Individual,Manual,Second Owner,14
290000,140000,Diesel,Individual,Manual,Second Owner,7
335000,60000,Petrol,Individual,Manual,Second Owner,6
120000,79000,Petrol,Dealer,Manual,Fourth & Above Owner,14
20000,25000,Petrol,Individual,Manual,Second Owner,15
220000,70000,Diesel,Individual,Manual,Second Owner,8
61000,4637,Petrol,Individual,Manual,Second Owner,15
620000,70000,Diesel,Individual,Manual,First Owner,4
425000,100000,Diesel,Individual,Manual,Second Owner,6
85000,120000,Diesel,Individual,Manual,Second Owner,11
270000,40000,Diesel,Individual,Manual,Second Owner,5
180000,220000,Diesel,Individual,Manual,First Owner,11
450000,30000,Petrol,Individual,Manual,First Owner,3
450000,42655,Diesel,Individual,Manual,First Owner,8
250000,43000,Petrol,Individual,Manual,Second Owner,3
725000,70000,Diesel,Individual,Manual,First Owner,8
250000,55000,Petrol,Individual,Manual,First Owner,10
99000,80000,Diesel,Individual,Manual,Second Owner,10
350000,55000,Petrol,Individual,Manual,First Owner,3
511000,70000,Petrol,Individual,Manual,First Owner,2
300000,80000,Diesel,Individual,Manual,First Owner,8
1100000,110000,Petrol,Individual,Automatic,First Owner,10
